date,IOCL_Panipat_demand_kmt,IOCL_Koyali_demand_kmt,RIL_Jamnagar_demand_kmt,Nayara_Vadinar_demand_kmt,BPCL_Kochi_demand_kmt,MRPL_Mangaluru_demand_kmt,CPCL_Chennai_demand_kmt,total_demand_kmt
2026-04-27,48.6,43.6,188.8,62.5,48.6,46.4,31.0,469.5
2026-04-28,47.0,42.6,194.4,62.9,47.2,48.0,31.1,473.2
2026-04-29,47.5,42.2,190.8,62.7,46.4,48.5,31.9,469.99999999999994
2026-04-30,46.6,43.1,184.6,63.9,47.7,46.3,32.6,464.8
2026-05-01,46.6,40.3,185.3,61.4,47.6,45.7,31.6,458.50000000000006
2026-05-02,46.3,42.1,189.9,61.3,46.4,47.4,31.2,464.59999999999997
2026-05-03,47.0,42.3,187.0,60.9,45.6,48.3,31.9,463.0
2026-05-04,46.2,41.3,191.8,61.2,46.0,46.2,32.0,464.7
2026-05-05,48.3,40.2,182.7,62.3,47.0,47.7,31.3,459.5
2026-05-06,46.6,42.6,190.1,62.9,44.4,45.9,31.5,463.99999999999994
2026-05-07,47.2,43.3,180.7,64.6,46.0,46.5,31.4,459.69999999999993
2026-05-08,46.6,41.4,187.3,61.2,47.1,46.2,31.8,461.6
2026-05-09,48.0,40.4,181.0,63.1,48.3,46.8,32.0,459.6
2026-05-10,47.0,41.5,188.6,63.1,47.3,48.4,30.5,466.40000000000003
2026-05-11,47.5,40.5,186.1,65.0,46.7,46.1,31.5,463.40000000000003
2026-05-12,47.0,41.6,187.0,63.1,44.8,46.7,30.8,461.00000000000006
2026-05-13,48.0,42.0,185.6,61.4,47.5,45.6,31.6,461.70000000000005
2026-05-14,46.6,41.3,180.3,60.6,45.8,47.3,31.3,453.2000000000001
2026-05-15,45.0,41.2,188.5,61.7,47.2,47.5,31.4,462.49999999999994
2026-05-16,47.0,41.1,189.3,64.6,45.5,47.3,31.1,465.90000000000003
2026-05-17,46.9,42.7,184.2,61.5,46.6,46.0,31.5,459.4
2026-05-18,46.4,40.1,186.3,63.7,46.4,47.7,30.9,461.49999999999994
2026-05-19,46.3,42.5,188.3,62.7,46.8,44.9,31.4,462.9
2026-05-20,46.5,43.2,187.1,63.4,47.7,46.4,31.1,465.4
2026-05-21,46.6,41.0,188.8,63.5,47.2,46.3,30.5,463.9
2026-05-22,47.4,41.8,187.4,60.4,46.2,46.6,29.9,459.7
2026-05-23,46.2,41.7,186.6,59.7,47.1,47.9,31.1,460.3
2026-05-24,47.2,41.8,185.9,61.3,45.3,47.5,30.9,459.9
2026-05-25,44.7,40.8,182.0,62.6,46.8,45.4,30.6,452.90000000000003
2026-05-26,46.6,41.8,187.3,63.3,48.1,47.8,29.8,464.7000000000001
2026-05-27,44.9,41.0,181.9,61.0,46.5,47.1,31.1,453.50000000000006
2026-05-28,47.0,41.6,188.4,61.3,44.7,44.5,30.8,458.3
2026-05-29,48.6,40.7,185.7,60.6,47.4,44.5,31.3,458.8
2026-05-30,45.2,40.6,183.4,62.0,46.3,46.1,30.4,454.00000000000006
2026-05-31,47.5,40.6,188.2,61.9,45.6,47.0,30.9,461.69999999999993
2026-06-01,45.5,41.1,182.3,61.9,45.7,47.3,30.4,454.19999999999993
2026-06-02,46.1,40.4,180.9,61.0,45.6,46.8,30.2,451.0
2026-06-03,46.9,39.9,189.6,59.2,45.9,47.7,31.1,460.29999999999995
2026-06-04,45.3,40.8,176.7,59.5,46.5,46.5,30.6,445.9
2026-06-05,46.1,41.4,186.8,62.0,46.8,47.1,29.9,460.1
2026-06-06,45.0,40.6,185.6,61.8,47.2,45.9,30.5,456.59999999999997
2026-06-07,46.9,39.9,183.7,61.9,44.5,46.4,28.8,452.09999999999997
2026-06-08,45.6,39.7,186.1,61.9,45.8,46.8,29.9,455.79999999999995
2026-06-09,45.4,41.7,179.6,62.3,45.6,44.9,32.4,451.9
2026-06-10,45.5,39.2,185.7,61.5,45.7,45.9,29.8,453.29999999999995
2026-06-11,45.0,40.3,178.5,58.6,44.2,46.6,30.0,443.20000000000005
2026-06-12,45.6,41.0,183.1,61.0,45.7,45.7,29.8,451.9
2026-06-13,43.9,40.1,187.3,61.5,45.0,45.5,29.9,453.2
2026-06-14,47.4,41.2,183.8,60.3,45.7,44.5,31.2,454.09999999999997
2026-06-15,46.3,41.6,179.0,61.2,45.5,45.1,31.0,449.7
2026-06-16,45.6,40.4,191.6,61.6,43.5,46.1,29.9,458.70000000000005
2026-06-17,44.1,40.5,185.4,57.2,46.3,45.3,29.4,448.2
2026-06-18,46.0,41.1,179.7,60.5,46.2,46.9,30.0,450.3999999999999
2026-06-19,45.8,42.0,184.9,61.7,44.7,44.0,29.9,452.99999999999994
2026-06-20,44.5,41.1,181.5,57.9,47.2,44.6,29.6,446.40000000000003
2026-06-21,45.4,39.7,185.6,62.9,46.6,46.3,30.9,457.4
2026-06-22,45.1,40.7,177.3,62.9,46.8,45.1,31.0,448.90000000000003
2026-06-23,42.8,40.6,184.2,60.8,46.5,46.4,30.0,451.3
2026-06-24,45.4,40.2,181.9,62.9,45.6,43.9,30.2,450.09999999999997
2026-06-25,45.9,40.2,181.3,59.7,44.1,43.6,30.4,445.2
2026-06-26,44.1,38.7,177.7,60.6,44.6,45.7,30.6,442.00000000000006
2026-06-27,44.8,40.1,179.7,58.0,46.3,45.4,29.9,444.2
2026-06-28,45.2,39.1,174.9,59.1,45.7,45.0,30.9,439.90000000000003
2026-06-29,44.4,42.0,184.4,60.8,43.6,46.5,29.6,451.30000000000007
2026-06-30,45.2,41.7,174.6,59.8,43.1,45.5,30.1,440.00000000000006
2026-07-01,45.8,39.5,178.6,59.6,44.4,44.4,29.8,442.09999999999997
2026-07-02,45.0,40.8,181.5,57.8,45.4,44.1,29.9,444.5
2026-07-03,44.8,40.1,177.8,59.0,44.6,43.8,29.3,439.4000000000001
2026-07-04,44.1,39.8,182.7,60.9,45.2,45.2,30.8,448.7
2026-07-05,44.6,40.5,172.9,58.9,45.1,45.3,29.2,436.5
2026-07-06,44.2,40.2,176.3,59.1,44.1,44.8,29.6,438.3000000000001
2026-07-07,46.5,40.3,173.0,58.7,45.3,43.7,30.1,437.6
2026-07-08,45.3,39.5,171.2,59.1,45.0,44.5,29.0,433.6
2026-07-09,46.0,40.0,179.6,59.4,44.7,43.2,30.2,443.09999999999997
2026-07-10,45.9,39.6,174.2,57.8,44.7,47.0,29.1,438.3
2026-07-11,43.5,40.3,180.3,59.6,44.4,44.1,29.6,441.80000000000007
2026-07-12,46.2,41.2,179.8,59.2,42.8,42.9,29.3,441.40000000000003
2026-07-13,44.5,40.0,177.2,60.2,44.8,44.0,30.0,440.7
2026-07-14,45.0,39.4,177.5,59.9,45.4,44.5,29.5,441.19999999999993
