date,Iraq_avail_kmt,Saudi_Arabia_avail_kmt,Russia_avail_kmt,UAE_avail_kmt,USA_avail_kmt,Nigeria_avail_kmt,Spot_Market_avail_kmt,total_avail_kmt
2026-05-15,111.1,111.2,132.7,52.4,43.1,25.7,86.2,562.4
2026-05-16,103.2,91.8,139.1,59.6,38.1,28.3,81.3,541.4000000000001
2026-05-17,129.4,102.6,174.8,75.1,35.3,26.4,78.0,621.5999999999999
2026-05-18,107.5,105.1,134.1,55.6,34.8,23.8,80.7,541.6
2026-05-19,113.8,96.8,174.9,65.2,37.1,31.5,84.4,603.6999999999999
2026-05-20,103.8,115.7,155.0,54.2,37.0,33.6,74.5,573.8
2026-05-21,102.7,104.1,152.6,61.0,39.5,31.6,81.4,572.9
2026-05-22,119.2,121.4,155.6,68.7,40.3,29.0,73.4,607.6
2026-05-23,128.6,111.3,153.3,59.4,37.3,33.7,76.6,600.2
2026-05-24,101.8,92.3,142.5,54.9,36.8,36.8,75.7,540.8000000000001
2026-05-25,122.9,91.1,141.7,63.5,41.2,27.6,86.3,574.3
2026-05-26,118.7,97.9,130.8,53.7,41.9,25.4,74.4,542.8
2026-05-27,107.9,87.4,154.2,57.7,38.3,30.3,83.2,559.0
2026-05-28,112.2,113.0,146.6,61.7,37.8,25.0,82.9,579.1999999999999
2026-05-29,116.8,103.6,149.6,68.6,41.3,24.2,75.5,579.6
2026-05-30,109.5,84.5,114.3,62.9,42.6,26.6,93.7,534.1
2026-05-31,96.2,87.7,151.3,56.8,38.0,31.8,83.6,545.4000000000001
2026-06-01,131.2,98.6,161.2,60.1,40.4,31.9,89.0,612.4
2026-06-02,134.7,114.4,155.4,64.2,37.1,25.6,80.3,611.6999999999999
2026-06-03,112.9,110.7,145.1,64.3,30.9,32.2,67.9,564.0
2026-06-04,127.3,118.7,140.8,56.2,41.2,25.2,83.9,593.3
2026-06-05,129.2,83.1,138.3,62.0,44.2,28.4,81.6,566.8
2026-06-06,121.0,94.5,113.6,51.5,38.9,30.6,85.5,535.6
2026-06-07,102.9,96.4,151.8,58.9,42.1,26.5,91.8,570.4
2026-06-08,115.8,100.5,144.5,62.6,40.7,28.8,71.0,563.9000000000001
2026-06-09,111.4,92.6,158.0,58.6,42.7,30.9,86.8,581.0
2026-06-10,117.9,104.3,133.9,61.8,43.0,30.7,86.4,578.0
2026-06-11,107.8,102.8,174.9,64.7,38.3,28.4,64.7,581.6
2026-06-12,135.8,121.2,156.5,61.3,42.3,27.3,81.6,626.0
2026-06-13,111.4,111.5,174.7,55.6,39.0,32.7,82.6,607.5000000000001
2026-06-14,115.6,110.2,147.7,62.4,40.4,29.2,84.0,589.5
2026-06-15,108.2,107.5,154.4,62.7,39.3,26.1,84.7,582.9000000000001
2026-06-16,104.8,82.8,145.7,54.8,47.5,34.6,85.5,555.7
2026-06-17,124.4,90.1,158.9,54.8,40.4,26.2,69.3,564.0999999999999
2026-06-18,115.5,94.4,147.6,52.2,43.4,35.6,83.3,572.0
2026-06-19,138.4,113.4,149.5,74.1,36.3,30.6,78.0,620.3
2026-06-20,87.0,97.9,149.6,45.6,36.2,36.3,81.9,534.5
2026-06-21,138.7,115.2,119.6,48.9,37.4,30.6,74.5,564.9
2026-06-22,103.6,109.6,167.4,52.8,39.1,26.8,81.5,580.8000000000001
2026-06-23,117.4,114.7,142.0,52.4,39.8,31.3,77.8,575.4
2026-06-24,102.5,109.8,152.7,58.6,40.0,29.9,87.8,581.3
2026-06-25,126.6,104.5,124.6,59.5,44.3,31.6,86.6,577.7
2026-06-26,115.6,91.3,170.8,56.1,42.9,29.2,70.2,576.1
2026-06-27,114.2,106.6,155.0,51.7,43.8,27.3,83.8,582.4
2026-06-28,109.1,97.5,149.1,64.7,45.5,28.3,72.3,566.5
2026-06-29,124.1,96.3,146.3,56.2,42.2,31.3,76.9,573.3
2026-06-30,132.3,94.1,138.3,57.3,43.5,28.6,82.9,577.0000000000001
2026-07-01,112.4,105.3,171.2,68.7,37.9,27.6,84.9,607.9999999999999
2026-07-02,133.9,97.3,127.2,55.3,37.0,26.9,83.3,560.9
2026-07-03,123.9,112.1,159.2,56.5,36.2,26.9,77.0,591.8
2026-07-04,116.0,109.2,177.6,51.3,38.7,28.3,81.8,602.8999999999999
2026-07-05,110.7,104.2,123.7,57.4,36.9,38.5,77.8,549.1999999999999
2026-07-06,89.0,112.3,183.1,61.4,38.6,28.3,93.6,606.3
2026-07-07,126.8,98.9,145.0,57.8,39.8,34.8,74.2,577.3000000000001
2026-07-08,112.9,104.3,157.0,58.9,38.5,32.7,67.1,571.4
2026-07-09,128.1,101.2,162.1,71.1,39.4,30.2,85.6,617.7
2026-07-10,111.6,97.8,165.8,45.6,41.9,27.6,74.6,564.9
2026-07-11,129.3,109.8,116.6,63.0,47.3,24.1,80.7,570.8000000000001
2026-07-12,135.9,93.6,193.0,62.0,39.3,24.1,67.9,615.8
2026-07-13,114.3,102.5,179.3,54.9,43.7,27.0,65.6,587.3000000000001
2026-07-14,106.0,101.2,143.3,55.6,36.8,26.4,72.0,541.3
